fold,epoch,training_loss,train_expr_loss,train_splice_loss,val_mse,val_r2,val_loss,val_expr,val_splice
1,1,0.5971583768586132,0.0,0.0,0.0,0.5,0.6813429594039917,0.0,0.6813429869987346
1,2,0.5941779092650548,0.0,0.0,0.0,0.5,0.6780833005905151,0.0,0.6780833259776786
1,3,0.5917369049286174,0.0,0.0,0.0,0.5,0.6753429174423218,0.0,0.6753429185461115
1,4,0.5902259505797769,0.0,0.0,0.0,0.5,0.6719897985458374,0.0,0.6719897819889916
1,5,0.5890671833653316,0.0,0.0,0.0,0.5,0.6759756207466125,0.0,0.6759755776988136
1,6,0.5877023637294769,0.0,0.0,0.0,0.5,0.6734968423843384,0.0,0.6734968192047543
1,7,0.5882444507050737,0.0,0.0,0.0,0.5,0.670738935470581,0.0,0.6707389509236371
1,8,0.5833577448241064,0.0,0.0,0.0,0.5,0.6683968305587769,0.0,0.6683967058305387
1,9,0.584146999170847,0.0,0.0,0.0,0.5,0.6760584712028503,0.0,0.6760583243988179
1,10,0.5832251315919038,0.0,0.0,0.0,0.5,0.6736112833023071,0.0,0.6736113837471714
1,11,0.5808934499727232,0.0,0.0,0.0,0.5,0.6743499040603638,0.0,0.6743499901559618
1,12,0.5805939867674748,0.0,0.0,0.0,0.5,0.669212281703949,0.0,0.6692121801552949
1,13,0.5777764147687181,0.0,0.0,0.0,0.5,0.6813938617706299,0.0,0.6813939257904336
