fold,epoch,training_loss,expresssion_loss,splice_loss,validation_mse,validation_r2
1,1,1.8735369400978088,0.39902650247216226,1.4745104393720627,0.956487566843873,0.21460057758738388
1,2,1.8752046832084657,0.398226204764843,1.4769784797072412,0.9417391553275357,0.2441303255825971
1,3,1.8644257856369018,0.39813382368683814,1.466291963672638,0.9539434574615718,0.23087377257680125
1,4,1.8578765847682952,0.3980175381809473,1.4598590468883514,0.9628031219276312,0.22409140863194152
1,5,1.8427396358966828,0.39773448721170424,1.4450051486611366,0.9387156857450293,0.24766681593305043
1,6,1.8026648141384125,0.3979023881733417,1.404762424969673,0.9446720018280933,0.25354259935042167
1,7,1.7522260794878006,0.39774145159721375,1.354484629356861,0.9569521189312583,0.2268223153785727
1,8,1.7127329795360564,0.3977551140129566,1.3149778637886047,0.9485661538684389,0.24676513506280207
1,9,1.6426493443012238,0.3977899018585682,1.2448594433426856,0.9471461095480954,0.2554332509287728
1,10,1.6166641751527786,0.39775176011919977,1.2189124138474465,0.9364741100800065,0.254852699565117
1,11,1.5826409400463104,0.3977814096331596,1.184859530878067,0.9475626830291879,0.24315816969018586
1,12,1.5444557261943817,0.39774964209795,1.146706083226204,0.9445320236138499,0.23703170572888044
