fold,epoch,training_loss,expresssion_loss,splice_loss,validation_mse,validation_r2
1,1,0.7290938237547875,0.39874115704894064,0.3303526673845947,0.9693922300547537,0.37477639979201355
1,2,0.7282161273360253,0.3982444714307785,0.32997165500223635,0.9637815265597003,0.4066548758068169
1,3,0.7280459692955017,0.39798213627934453,0.3300638340242207,0.9530700788407613,0.5008939285174149
1,4,0.7277135352134705,0.39782698762714863,0.32988654730692507,0.9476825829994492,0.4485665197977497
1,5,0.7275954644680023,0.39775284485816953,0.3298426185563207,0.9504341512742519,0.45147277482799364
1,6,0.7276508435368538,0.3978425342977047,0.32980830864459276,0.9535023621500724,0.47251439816803614
