fold,epoch,training_loss,expresssion_loss,splice_loss,validation_mse,validation_r2
1,1,0.38172592898607255,0.2765648435950279,0.10516108550247737,0.6298670016345856,0.3928962527082019
1,2,0.3778325705349445,0.2746526946514845,0.10317987593370126,0.5837159294352684,0.4570843383815219
1,3,0.37679604240953923,0.2736147626519203,0.1031812795133681,0.5826687989259733,0.4934322989796988
1,4,0.3770986806154251,0.2739145137131214,0.10318416697631924,0.579251675904521,0.4863751347911646
1,5,0.3771825304210186,0.2740056459158659,0.1031768844456571,0.5867893046967958,0.505688412496554
1,6,0.37681735450327397,0.27363496678173543,0.10318238750379177,0.5877656807348757,0.47004271530176406
1,7,0.3763878431200981,0.2732083963662386,0.10317944707660254,0.5847223803832344,0.4854319968757303
1,8,0.3766341180682182,0.27345049220323564,0.10318362558818425,0.5747186474376849,0.5067015718485873
1,9,0.3765256693482399,0.2733346328705549,0.1031910367411059,0.5861906800881626,0.49873405541445565
1,10,0.3767843863785267,0.2736044078707695,0.10317997793734862,0.5858957799562001,0.5023024907592033
1,11,0.37631268146038055,0.2731339331239462,0.10317874847172812,0.584673020745717,0.4733425241745834
