fold,epoch,training_loss,train_expr_loss,train_splice_loss,val_mse,val_r2,val_loss,val_expr,val_splice
1,1,0.13625088419914247,0.0,0.0,1.92778469492189,-1.0734237852439779,0.6801705360412598,0.0,0.6801703227804853
1,2,0.1351459737598896,0.0,0.0,2.0527412173687796,-1.1754110896650638,0.6996206045150757,0.0,0.6996204942077785
1,3,0.13519350684285164,0.0,0.0,2.027637513662145,-1.1549218905269119,0.6956265568733215,0.0,0.6956265142985752
1,4,0.1346499466061592,0.0,0.0,1.842423670389701,-1.0037536261823703,0.6651137471199036,0.0,0.6651135969471622
1,5,0.1344904955148697,0.0,0.0,2.136820157106519,-1.2440348337843803,0.7119498252868652,0.0,0.7119496967885401
1,6,0.13435459182858467,0.0,0.0,2.0517298755561137,-1.1745856503578365,0.6978753805160522,0.0,0.6978755357203545
1,7,0.134203742313385,0.0,0.0,1.9795701348543957,-1.1156901457632624,0.6837059259414673,0.0,0.6837058272454646
1,8,0.13427396773695946,0.0,0.0,1.935666394090108,-1.0798566887586072,0.6767796277999878,0.0,0.6767795801936806
1,9,0.13378738961815834,0.0,0.0,1.7531110624613815,-0.930858254615847,0.6436517238616943,0.0,0.6436517521158441
1,10,0.13348059142827987,0.0,0.0,1.8479578870398645,-1.0082705559686673,0.658966064453125,0.0,0.6589660791607647
1,11,0.13311814166903496,0.0,0.0,1.8960522928310792,-1.0475243596783907,0.6654902100563049,0.0,0.6654901698038176
1,12,0.13324769138395787,0.0,0.0,1.7821014172887992,-0.9545196696837623,0.6444399356842041,0.0,0.6444401230130877
1,13,0.13298341188132762,0.0,0.0,1.7617182895646721,-0.9378833212039304,0.6391679048538208,0.0,0.6391678618920313
1,14,0.13259957836270334,0.0,0.0,1.888059173593751,-1.0410005170732326,0.6577736139297485,0.0,0.6577734881407254
1,15,0.13272688902020455,0.0,0.0,2.1639160547187752,-1.2661500263668106,0.7028558254241943,0.0,0.7028557944607425
1,16,0.13247927742004395,0.0,0.0,1.8356818250664533,-0.9982510512236746,0.6460173726081848,0.0,0.6460173555782863
1,17,0.13210187481045724,0.0,0.0,2.1787055466700966,-1.2782209482229603,0.7011777758598328,0.0,0.701177773924617
1,18,0.13194392014443873,0.0,0.0,1.8824303447600552,-1.0364063664954561,0.6530121564865112,0.0,0.6530121626792016
