fold,epoch,training_loss,expresssion_loss,splice_loss,validation_mse,validation_r2
1	1	0.23622167085538667	0.15762320113132258	0.0785984697448178	0.15331755539229275	0.005961737667211163
1	2	0.22437910980500883	0.14716381616994198	0.07721529336526865	0.1578025884660327	0.0008246930609947414
1	3	0.2246891679371964	0.1471416838467121	0.07754748409048429	0.1526127870688734	0.0018523243475904582
1	4	0.22371261458958092	0.1469370333846233	0.07677558144362524	0.15568490358770673	1.08937034612821e-06
2	1	0.2392721082133171	0.15992705133798063	0.07934505622159471	0.15350535287115227	0.00332103185665673
2	2	0.22518103040526505	0.14796532238094257	0.07721570803469935	0.1542676600837866	0.0010497413220793997
2	3	0.22585344455700399	0.14834996724817745	0.07750347742297191	0.1534831490212152	0.006316561523411665
2	4	0.22592083009836733	0.14877236383373027	0.0771484660155926	0.16210190937264313	0.0007986254558632473
2	5	0.22527288880022786	0.14810357872697635	0.0771693098553376	0.16437926400323474	7.958462804137503e-05
2	6	0.22551619894491265	0.14823035840827112	0.07728584046400357	0.1553797610068933	0.0010442634168194268
3	1	0.2343365005256406	0.1565660498828775	0.07777045077766216	0.15219807007138123	0.010852675212986657
3	2	0.2242313614089177	0.14711108221088778	0.07712027896455072	0.15546407697147485	0.0008672177443638143
3	3	0.22366585611549925	0.14686820941424636	0.076797646410701	0.15173020904971737	0.012150675752582104
3	4	0.22512355824532948	0.14824148053744376	0.07688207761449402	0.15406436555451516	0.018932174079640877
1	1	0.3308303800299971	0.17096679389974864	0.1598635866075837	0.15624396790938994	0.00956198639095302
1	2	0.30098829399742455	0.1475047502863872	0.15348354255920665	0.15125859560451926	0.016122073319700402
1	3	0.30002105912624294	0.14623862089884979	0.1537824383519154	0.15391648633331212	0.005951052139574153
1	4	0.3009205944524834	0.14755562795611477	0.1533649669218196	0.155493467537573	0.011371837356935439
1	5	0.3002747068996217	0.14708965356801545	0.15318505416175449	0.15126550359159868	0.027111232676919245
1	6	0.3004014382455342	0.14668487108891057	0.15371656662740416	0.154737783980964	0.0028311958828228304
1	7	0.300028094840249	0.1467597711634171	0.15326832272216137	0.15229322311917912	0.007793443621586195
1	8	0.3001279369785261	0.146588051115736	0.15353988594580495	0.15233892419015216	0.0045288991459312465
