fold,epoch,training_loss,train_expr_loss,train_splice_loss,val_mse,val_r2,val_loss,val_expr,val_splice
1,1,0.794042089351004,0.28902192260708204,0.6495311282467928,0.2405695063279063,0.05271562414141173,0.8723320364952087,0.24150586012369535,0.6308262109991134
1,2,0.6410234516633929,0.272759711406723,0.6410234516633929,0.28451082405103434,0.017939820362862957,0.9095410108566284,0.28571655956192277,0.6238244791317173
1,3,0.6374341844708371,0.2922240166837792,0.6374341844708371,0.2871703310592821,0.1341384498263114,0.9090908765792847,0.288651732837884,0.6204391043838553
1,4,0.6325743403955758,0.30563391983616267,0.6325743403955758,0.282660573658266,0.10791803697453395,0.9026579856872559,0.2837422754190217,0.6189156905051292
1,5,0.628133627927775,0.30755206399175117,0.628133627927775,0.3158040062195099,0.049059245748186264,0.9344688653945923,0.31698423386441443,0.6174848189386796
1,6,0.6255553266931352,0.32896014207826674,0.6255553266931352,0.28794175761933216,0.07440269236270902,0.9044132232666016,0.2891380462179503,0.6152753710864097
1,7,0.6194348233423644,0.32143925903566023,0.6194348233423644,0.2913491785455237,0.10220215775539854,0.9064217805862427,0.2926032504682818,0.6138186145603187
1,8,0.6110092332358841,0.3191789579209235,0.6110092332358841,0.30768945048101215,0.016679662956332053,0.9262517094612122,0.3089146884671581,0.6173367588304159
1,9,0.6037788767394402,0.3183939008330323,0.6037788767394402,0.29978366591295347,0.15726434983290305,0.9195484519004822,0.3009848109534465,0.6185636789075971
1,10,0.5928114394945421,0.3160148536612233,0.5928114394945421,0.3269334682615647,0.09585948735694838,0.9442100524902344,0.3281485459026624,0.6160621231231164
