fold,epoch,training_loss,expresssion_loss,splice_loss,validation_mse,validation_r2
1,1,1.229835359597206,0.2786497070491314,0.9511856546640396,0.5868438021470879,-0.08198564341505266
1,2,1.2086501871585846,0.274242887455225,0.9344072994470596,0.5954344306772916,-0.1933123467905083
1,3,1.2037440690040588,0.27403554391264917,0.9297085258364678,0.5830230797024857,-0.25511660194584496
1,4,1.1815372195720673,0.2742682357281446,0.9072689848542214,0.5764118185842254,-0.526563732063788
2,1,1.2238491245562597,0.2771639278392681,0.9466851984290146,0.635406219284435,-0.08960167056607998
