fold,epoch,training_loss,train_expr_loss,train_splice_loss,val_mse,val_r2,val_loss,val_expr,val_splice
1,1,0.590851107533549,0.0,0.0,0.0,0.5,0.6853432059288025,0.0,0.6853432302121762
1,2,0.582725991175768,0.0,0.0,0.0,0.5,0.6914588212966919,0.0,0.6914587992208975
1,3,0.5819714619939875,0.0,0.0,0.0,0.5,0.6802717447280884,0.0,0.6802715328004625
1,4,0.5795658279752507,0.0,0.0,0.0,0.5,0.6961158514022827,0.0,0.6961158061469043
1,5,0.5769078006766771,0.0,0.0,0.0,0.5,0.6825657486915588,0.0,0.6825658116075728
1,6,0.5722346394694467,0.0,0.0,0.0,0.5,0.6738390922546387,0.0,0.6738390337537836
1,7,0.5675732138011377,0.0,0.0,0.0,0.5,0.6682215332984924,0.0,0.6682215266757541
1,8,0.5627074576039829,0.0,0.0,0.0,0.5,0.6649557948112488,0.0,0.6649557870847208
1,9,0.5568749627596895,0.0,0.0,0.0,0.5,0.712681233882904,0.0,0.7126811080508761
1,10,0.5515443035554438,0.0,0.0,0.0,0.5,0.6743407845497131,0.0,0.6743408689896265
1,11,0.5472196471383314,0.0,0.0,0.0,0.5,0.677214503288269,0.0,0.6772144856276335
1,12,0.5384524377508902,0.0,0.0,0.0,0.5,0.7246882319450378,0.0,0.7246880542348932
1,13,0.5280214325642921,0.0,0.0,0.0,0.5,0.6825380921363831,0.0,0.6825379883801496
1,14,0.521872235156001,0.0,0.0,0.0,0.5,0.6794461011886597,0.0,0.6794460884950779
1,15,0.511597388507055,0.0,0.0,0.0,0.5,0.6758373379707336,0.0,0.6758373694287406
1,16,0.5016926176531215,0.0,0.0,0.0,0.5,0.6994741559028625,0.0,0.6994742215783508
1,17,0.48941031441162447,0.0,0.0,0.0,0.5,0.7154043316841125,0.0,0.7154043195424257
1,18,0.47583823801486147,0.0,0.0,0.0,0.5,0.7204911112785339,0.0,0.7204911885438142
1,19,0.4655026094244679,0.0,0.0,0.0,0.5,0.69631028175354,0.0,0.6963102188375261
1,20,0.45630158648384567,0.0,0.0,0.0,0.5,0.6744270920753479,0.0,0.67442704461239
1,21,0.43441267794286703,0.0,0.0,0.0,0.5,0.6990253329277039,0.0,0.6990254195751967
1,22,0.4201266110083307,0.0,0.0,0.0,0.5,0.7246285676956177,0.0,0.7246286361305802
1,23,0.4075058952253749,0.0,0.0,0.0,0.5,0.77687668800354,0.0,0.776876652682269
1,24,0.38728838644816843,0.0,0.0,0.0,0.5,0.6979427337646484,0.0,0.6979427525290737
1,25,0.36519359547137653,0.0,0.0,0.0,0.5,0.777651309967041,0.0,0.7776512696787163
1,26,0.3427619114867958,0.0,0.0,0.0,0.5,0.7935776710510254,0.0,0.7935778294448499
1,27,0.315467333753414,0.0,0.0,0.0,0.5,0.8160870671272278,0.0,0.8160870312540619
1,28,0.27898998555897825,0.0,0.0,0.0,0.5,0.8928672671318054,0.0,0.892867272650754
