fold,epoch,training_loss,train_expr_loss,train_splice_loss,val_mse,val_r2,val_loss,val_expr,val_splice
1,1,0.5955671104809719,0.0,0.0,0.0,0.5,0.6744513511657715,0.0,0.6744513511657715
1,2,0.5755956353013354,0.0,0.0,0.0,0.5,0.6492255330085754,0.0,0.6492255330085754
1,3,0.5471456296550027,0.0,0.0,0.0,0.5,0.6705344915390015,0.0,0.6705344915390015
1,4,0.5255997968222553,0.0,0.0,0.0,0.5,0.6139335632324219,0.0,0.6139335632324219
1,5,0.4988319569505071,0.0,0.0,0.0,0.5,0.5941399335861206,0.0,0.5941399335861206
1,6,0.4717764256639838,0.0,0.0,0.0,0.5,0.6135308146476746,0.0,0.6135308146476746
1,7,0.44737553177728584,0.0,0.0,0.0,0.5,0.6243304014205933,0.0,0.6243304014205933
1,8,0.40473086891185484,0.0,0.0,0.0,0.5,0.6627505421638489,0.0,0.6627505421638489
1,9,0.3648930647054936,0.0,0.0,0.0,0.5,0.6503329277038574,0.0,0.6503329277038574
1,10,0.3163698620099653,0.0,0.0,0.0,0.5,0.7537857890129089,0.0,0.7537857890129089
1,11,0.2759525183309088,0.0,0.0,0.0,0.5,0.8350062966346741,0.0,0.8350062966346741
1,12,0.2233444703721051,0.0,0.0,0.0,0.5,0.8621290922164917,0.0,0.8621290922164917
1,13,0.18701246892051898,0.0,0.0,0.0,0.5,1.0166536569595337,0.0,1.0166536569595337
1,14,0.13539827995621698,0.0,0.0,0.0,0.5,1.147607684135437,0.0,1.147607684135437
1,15,0.10695118792420492,0.0,0.0,0.0,0.5,1.2468781471252441,0.0,1.2468781471252441
1,16,0.0863928106570926,0.0,0.0,0.0,0.5,1.3091140985488892,0.0,1.3091140985488892
1,17,0.08420593693658308,0.0,0.0,0.0,0.5,1.6052794456481934,0.0,1.6052794456481934
1,18,0.0770962143276515,0.0,0.0,0.0,0.5,1.455529808998108,0.0,1.455529808998108
1,19,0.062463723334638656,0.0,0.0,0.0,0.5,1.4651410579681396,0.0,1.4651410579681396
1,20,0.06058411595882713,0.0,0.0,0.0,0.5,1.4082565307617188,0.0,1.4082565307617188
