fold,epoch,training_loss,expresssion_loss,splice_loss,validation_mse,validation_r2,val_loss_total,val_loss_expr,val_loss_splice
1,1,0.7338798724293709,0.34091487449407576,0.3929649979352951,0.2947017224590556,0.26674050455485115,0.6769894361495972,0.29477445186152085,0.3822149798854605
1,2,0.6484042947530746,0.26824432805776594,0.38015996669530866,0.3001230391926288,0.27018459119788313,0.6757429242134094,0.29931986351291856,0.3764228671305365
1,3,0.5808828601002693,0.2104807165980339,0.37040214350223544,0.3325627605353542,0.2500733538670609,0.7043258547782898,0.33212994763555076,0.3721958217392494
1,4,0.508732195198536,0.14813058648109437,0.36060160871744157,0.34127954484608597,0.23754154356039514,0.7213438153266907,0.340518701990897,0.38082527983691783
1,5,0.44984103942513465,0.1031650233566761,0.34667601606845855,0.36421668310037764,0.22271251676891474,0.7350289225578308,0.3630055414222471,0.37202337809971403
